time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-15 00:00:00+00:00,55,16,13,3
2026-06-16 00:00:00+00:00,61,29,13,8
2026-06-17 00:00:00+00:00,77,36,7,6
2026-06-18 00:00:00+00:00,66,23,24,5
2026-06-19 00:00:00+00:00,54,16,8,4
2026-06-20 00:00:00+00:00,152,51,38,6
2026-06-21 00:00:00+00:00,57,16,5,3
2026-06-22 00:00:00+00:00,50,15,24,7
2026-06-23 00:00:00+00:00,70,18,31,13
2026-06-24 00:00:00+00:00,58,23,15,7
2026-06-25 00:00:00+00:00,42,12,6,6
2026-06-26 00:00:00+00:00,18,10,7,7
2026-06-27 00:00:00+00:00,27,8,2,2
2026-06-28 00:00:00+00:00,12,7,4,2
