referrer,views_total,views_unique
Google,40,18
github.com,10,9
theopenroadproject.org,9,3
chatgpt.com,5,2
Bing,3,3
statics.teams.cdn.office.net,2,2
cn.bing.com,1,1
DuckDuckGo,1,1
