url_path,views_total,views_unique
/The-OpenROAD-Project/ORAssistant,60,52
/The-OpenROAD-Project/ORAssistant/blob/master/backend/build_docs.py,10,9
/The-OpenROAD-Project/ORAssistant/tree/master/backend,6,5
/The-OpenROAD-Project/ORAssistant/blob/master/frontend/README.md,3,3
/The-OpenROAD-Project/ORAssistant/commit/e882c5c9e37cba39f497dfd60c695ca06f065b5e,3,3
/The-OpenROAD-Project/ORAssistant/issues,3,3
/The-OpenROAD-Project/ORAssistant/tree/master,3,3
/The-OpenROAD-Project/ORAssistant/tree/master/frontend,3,3
/The-OpenROAD-Project/ORAssistant/blob/master/backend/chatbot.py,3,2
/The-OpenROAD-Project/ORAssistant/blob/master/backend/main.py,3,2
