time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,,,20,8
2024-12-14 00:00:00+00:00,1.0,1.0,11,6
2024-12-15 00:00:00+00:00,1.0,1.0,20,3
2024-12-16 00:00:00+00:00,1.0,1.0,8,2
2024-12-17 00:00:00+00:00,1.0,1.0,18,8
2024-12-18 00:00:00+00:00,4.0,4.0,28,11
2024-12-19 00:00:00+00:00,4.0,4.0,5,4
2024-12-20 00:00:00+00:00,3.0,3.0,6,4
2024-12-21 00:00:00+00:00,5.0,4.0,7,3
2024-12-22 00:00:00+00:00,4.0,4.0,16,5
2024-12-23 00:00:00+00:00,2.0,2.0,10,6
2024-12-24 00:00:00+00:00,3.0,1.0,9,4
2024-12-25 00:00:00+00:00,,,21,4
2024-12-26 00:00:00+00:00,,,2,2
