time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-17 00:00:00+00:00,9.0,4.0,16,7
2025-05-18 00:00:00+00:00,7.0,4.0,39,4
2025-05-19 00:00:00+00:00,1.0,1.0,9,2
2025-05-20 00:00:00+00:00,5.0,2.0,2,2
2025-05-21 00:00:00+00:00,2.0,2.0,24,9
2025-05-22 00:00:00+00:00,6.0,4.0,4,4
2025-05-23 00:00:00+00:00,8.0,5.0,7,4
2025-05-24 00:00:00+00:00,3.0,2.0,3,3
2025-05-25 00:00:00+00:00,2.0,2.0,2,1
2025-05-26 00:00:00+00:00,5.0,2.0,3,3
2025-05-27 00:00:00+00:00,7.0,3.0,8,6
2025-05-28 00:00:00+00:00,1.0,1.0,5,4
2025-05-29 00:00:00+00:00,1.0,1.0,9,6
2025-05-30 00:00:00+00:00,,,3,3
