time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-02 00:00:00+00:00,5,3,16,4
2025-02-03 00:00:00+00:00,7,7,10,8
2025-02-04 00:00:00+00:00,10,6,12,4
2025-02-05 00:00:00+00:00,5,4,19,5
2025-02-06 00:00:00+00:00,3,3,1,1
2025-02-07 00:00:00+00:00,5,3,4,3
2025-02-08 00:00:00+00:00,4,3,9,4
2025-02-09 00:00:00+00:00,5,3,6,5
2025-02-10 00:00:00+00:00,4,3,21,7
2025-02-11 00:00:00+00:00,2,2,43,3
2025-02-12 00:00:00+00:00,3,2,6,4
2025-02-13 00:00:00+00:00,5,2,13,7
2025-02-14 00:00:00+00:00,7,4,15,5
2025-02-15 00:00:00+00:00,2,2,4,4
