url_path,views_total,views_unique
/The-OpenROAD-Project/ORAssistant,108,51
/The-OpenROAD-Project/ORAssistant/security/dependabot,51,1
/The-OpenROAD-Project/ORAssistant/issues,32,12
/The-OpenROAD-Project/ORAssistant/security,31,1
/The-OpenROAD-Project/ORAssistant/pulls,17,6
/The-OpenROAD-Project/ORAssistant/issues/41,15,2
/The-OpenROAD-Project/ORAssistant/pull/250,9,2
/The-OpenROAD-Project/ORAssistant/issues/243,8,4
/The-OpenROAD-Project/ORAssistant/tree/master/backend,5,4
/The-OpenROAD-Project/ORAssistant/issues/248,5,2
