time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-20 00:00:00+00:00,36,16,1,1
2026-05-21 00:00:00+00:00,26,13,2,2
2026-05-22 00:00:00+00:00,20,10,3,3
2026-05-23 00:00:00+00:00,11,6,1,1
2026-05-24 00:00:00+00:00,48,17,6,3
2026-05-25 00:00:00+00:00,49,18,10,5
2026-05-26 00:00:00+00:00,261,76,28,6
2026-05-27 00:00:00+00:00,179,63,9,2
2026-05-28 00:00:00+00:00,183,58,5,2
2026-05-29 00:00:00+00:00,41,17,2,2
2026-05-30 00:00:00+00:00,53,20,26,5
2026-05-31 00:00:00+00:00,38,10,1,1
2026-06-01 00:00:00+00:00,33,10,12,3
2026-06-02 00:00:00+00:00,39,16,3,2
