referrer,views_total,views_unique
github.com,55,12
Google,32,16
Bing,12,4
theopenroadproject.org,6,6
Yahoo,1,1
com.linkedin.android,1,1
summerofcode.withgoogle.com,1,1
yandex.ru,1,1
