referrer,views_total,views_unique
github.com,52,12
Google,43,15
Bing,12,4
summerofcode.withgoogle.com,12,3
theopenroadproject.org,5,5
Yahoo,1,1
com.linkedin.android,1,1
overleaf.com,1,1
yandex.ru,1,1
