referrer,views_total,views_unique
github.com,27,10
Google,26,11
summerofcode.withgoogle.com,9,2
Bing,3,2
doubao.com,1,1
theopenroadproject.org,1,1
ucsc-ospo.github.io,1,1
yandex.ru,1,1
