referrer,views_total,views_unique
Google,76,17
github.com,58,22
summerofcode.withgoogle.com,32,14
theopenroadproject.org,12,7
cn.bing.com,5,3
Bing,2,2
chatgpt.com,2,2
Yahoo,2,1
openroad.readthedocs.io,1,1
yandex.ru,1,1
