time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,18,8,11,6
2026-03-24 00:00:00+00:00,4,4,10,3
2026-03-25 00:00:00+00:00,12,8,17,9
2026-03-26 00:00:00+00:00,49,24,46,6
2026-03-27 00:00:00+00:00,16,6,12,4
2026-03-28 00:00:00+00:00,37,14,39,8
2026-03-29 00:00:00+00:00,31,12,11,6
2026-03-30 00:00:00+00:00,29,22,7,4
2026-03-31 00:00:00+00:00,26,17,16,5
2026-04-01 00:00:00+00:00,43,20,20,4
2026-04-02 00:00:00+00:00,21,14,22,8
2026-04-03 00:00:00+00:00,15,11,10,8
2026-04-04 00:00:00+00:00,22,7,9,5
2026-04-05 00:00:00+00:00,55,15,2,2
