referrer,views_total,views_unique
github.com,40,29
Google,23,16
theopenroadproject.org,3,3
antmicro.com,2,1
chatgpt.com,2,1
Bing,1,1
precisioninno.com,1,1
ucsc-ospo.github.io,1,1
