referrer,views_total,views_unique
Google,42,19
github.com,13,9
theopenroadproject.org,10,4
Bing,5,4
chatgpt.com,4,1
statics.teams.cdn.office.net,2,2
huggingface.co,1,1
cn.bing.com,1,1
DuckDuckGo,1,1
