time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-20 00:00:00+00:00,24,8,45,14
2026-02-21 00:00:00+00:00,67,23,73,13
2026-02-22 00:00:00+00:00,52,20,5,4
2026-02-23 00:00:00+00:00,19,9,15,8
2026-02-24 00:00:00+00:00,103,11,54,9
2026-02-25 00:00:00+00:00,36,14,47,14
2026-02-26 00:00:00+00:00,20,10,15,11
2026-02-27 00:00:00+00:00,17,7,15,7
2026-02-28 00:00:00+00:00,19,9,8,4
2026-03-01 00:00:00+00:00,42,25,101,9
2026-03-02 00:00:00+00:00,48,19,62,12
2026-03-03 00:00:00+00:00,28,15,45,10
2026-03-04 00:00:00+00:00,18,12,18,8
2026-03-05 00:00:00+00:00,30,20,13,10
