time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-16 00:00:00+00:00,6,6,15,6
2025-06-17 00:00:00+00:00,4,4,23,10
2025-06-18 00:00:00+00:00,1,1,7,6
2025-06-19 00:00:00+00:00,6,6,30,9
2025-06-20 00:00:00+00:00,6,5,13,3
2025-06-21 00:00:00+00:00,2,2,1,1
2025-06-22 00:00:00+00:00,4,4,1,1
2025-06-23 00:00:00+00:00,8,8,7,3
2025-06-24 00:00:00+00:00,1,1,4,3
2025-06-25 00:00:00+00:00,3,3,12,6
2025-06-26 00:00:00+00:00,5,5,19,6
2025-06-27 00:00:00+00:00,3,3,21,5
2025-06-28 00:00:00+00:00,9,9,4,3
2025-06-29 00:00:00+00:00,3,3,5,5
