time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,27,8,2,2
2026-06-28 00:00:00+00:00,12,7,4,2
2026-06-29 00:00:00+00:00,10,5,10,6
2026-06-30 00:00:00+00:00,16,7,5,4
2026-07-01 00:00:00+00:00,88,8,6,6
2026-07-02 00:00:00+00:00,27,12,3,3
2026-07-03 00:00:00+00:00,20,11,4,3
2026-07-04 00:00:00+00:00,33,20,4,2
2026-07-05 00:00:00+00:00,24,15,4,4
2026-07-06 00:00:00+00:00,19,10,14,6
2026-07-07 00:00:00+00:00,17,6,3,3
2026-07-08 00:00:00+00:00,19,7,0,0
2026-07-09 00:00:00+00:00,20,10,4,2
2026-07-10 00:00:00+00:00,19,15,11,5
