referrer,views_total,views_unique
github.com,51,11
Google,43,15
Bing,12,4
summerofcode.withgoogle.com,11,2
theopenroadproject.org,6,6
Yahoo,1,1
com.linkedin.android,1,1
overleaf.com,1,1
yandex.ru,1,1
