time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-21 00:00:00+00:00,2.0,1.0,24,5
2024-10-22 00:00:00+00:00,,,26,4
2024-10-23 00:00:00+00:00,1.0,1.0,50,12
2024-10-24 00:00:00+00:00,,,9,3
2024-10-25 00:00:00+00:00,2.0,2.0,6,2
2024-10-26 00:00:00+00:00,1.0,1.0,1,1
2024-10-27 00:00:00+00:00,6.0,4.0,1,1
2024-10-28 00:00:00+00:00,3.0,3.0,52,7
2024-10-29 00:00:00+00:00,3.0,3.0,30,9
2024-10-30 00:00:00+00:00,4.0,4.0,42,8
2024-10-31 00:00:00+00:00,,,23,7
2024-11-01 00:00:00+00:00,,,7,4
2024-11-02 00:00:00+00:00,2.0,1.0,4,4
2024-11-03 00:00:00+00:00,,,5,2
