time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,22,10,16,10
2026-03-12 00:00:00+00:00,57,19,81,11
2026-03-13 00:00:00+00:00,19,8,50,6
2026-03-14 00:00:00+00:00,26,12,8,7
2026-03-15 00:00:00+00:00,31,9,5,4
2026-03-16 00:00:00+00:00,30,14,56,8
2026-03-17 00:00:00+00:00,38,18,43,8
2026-03-18 00:00:00+00:00,80,26,90,10
2026-03-19 00:00:00+00:00,13,7,94,9
2026-03-20 00:00:00+00:00,3,3,26,7
2026-03-21 00:00:00+00:00,25,8,10,9
2026-03-22 00:00:00+00:00,58,12,7,5
2026-03-23 00:00:00+00:00,18,8,11,6
2026-03-24 00:00:00+00:00,4,4,10,3
