time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-31 00:00:00+00:00,,,23,7
2024-11-01 00:00:00+00:00,,,7,4
2024-11-02 00:00:00+00:00,2.0,1.0,4,4
2024-11-03 00:00:00+00:00,3.0,1.0,5,2
2024-11-04 00:00:00+00:00,1.0,1.0,7,4
2024-11-05 00:00:00+00:00,,,12,6
2024-11-06 00:00:00+00:00,,,18,7
2024-11-07 00:00:00+00:00,5.0,3.0,21,7
2024-11-08 00:00:00+00:00,1.0,1.0,10,1
2024-11-09 00:00:00+00:00,10.0,6.0,20,3
2024-11-10 00:00:00+00:00,11.0,7.0,26,6
2024-11-11 00:00:00+00:00,8.0,7.0,28,12
2024-11-12 00:00:00+00:00,9.0,6.0,29,10
2024-11-13 00:00:00+00:00,1.0,1.0,33,7
