time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-21 00:00:00+00:00,3.0,3.0,18,5
2025-08-22 00:00:00+00:00,1.0,1.0,5,3
2025-08-23 00:00:00+00:00,5.0,4.0,1,1
2025-08-24 00:00:00+00:00,3.0,3.0,2,1
2025-08-25 00:00:00+00:00,6.0,6.0,6,6
2025-08-26 00:00:00+00:00,4.0,4.0,12,7
2025-08-27 00:00:00+00:00,6.0,4.0,20,13
2025-08-28 00:00:00+00:00,2.0,2.0,13,7
2025-08-29 00:00:00+00:00,8.0,8.0,3,2
2025-08-30 00:00:00+00:00,6.0,4.0,5,5
2025-08-31 00:00:00+00:00,5.0,5.0,1,1
2025-09-01 00:00:00+00:00,5.0,5.0,3,2
2025-09-02 00:00:00+00:00,6.0,6.0,10,6
2025-09-03 00:00:00+00:00,,,13,5
