referrer,views_total,views_unique
github.com,48,14
summerofcode.withgoogle.com,38,3
Google,35,14
search.brave.com,10,1
theopenroadproject.org,4,4
workona.com,3,1
statics.teams.cdn.office.net,2,1
overleaf.com,1,1
DuckDuckGo,1,1
cn.bing.com,1,1
