time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-23 00:00:00+00:00,4.0,4.0,6,5
2024-11-24 00:00:00+00:00,5.0,3.0,20,9
2024-11-25 00:00:00+00:00,,,27,6
2024-11-26 00:00:00+00:00,4.0,3.0,12,8
2024-11-27 00:00:00+00:00,2.0,2.0,53,3
2024-11-28 00:00:00+00:00,5.0,3.0,48,10
2024-11-29 00:00:00+00:00,1.0,1.0,17,10
2024-11-30 00:00:00+00:00,3.0,2.0,14,6
2024-12-01 00:00:00+00:00,2.0,2.0,6,5
2024-12-02 00:00:00+00:00,5.0,4.0,29,17
2024-12-03 00:00:00+00:00,5.0,3.0,5,4
2024-12-04 00:00:00+00:00,2.0,1.0,24,11
2024-12-05 00:00:00+00:00,,,59,10
2024-12-06 00:00:00+00:00,2.0,2.0,31,9
