time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-25 00:00:00+00:00,2,2,3,3
2025-11-26 00:00:00+00:00,6,6,6,5
2025-11-27 00:00:00+00:00,11,10,9,5
2025-11-28 00:00:00+00:00,7,7,10,8
2025-11-29 00:00:00+00:00,2,2,3,3
2025-11-30 00:00:00+00:00,8,7,9,6
2025-12-01 00:00:00+00:00,102,31,5,5
2025-12-02 00:00:00+00:00,106,48,13,9
2025-12-03 00:00:00+00:00,248,64,7,5
2025-12-04 00:00:00+00:00,37,25,33,10
2025-12-05 00:00:00+00:00,16,15,6,5
2025-12-06 00:00:00+00:00,1,1,2,2
2025-12-07 00:00:00+00:00,33,14,16,5
2025-12-08 00:00:00+00:00,1,1,2,2
