time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-09 00:00:00+00:00,10.0,6.0,20,3
2024-11-10 00:00:00+00:00,11.0,7.0,26,6
2024-11-11 00:00:00+00:00,8.0,7.0,28,12
2024-11-12 00:00:00+00:00,9.0,6.0,29,10
2024-11-13 00:00:00+00:00,4.0,2.0,33,7
2024-11-14 00:00:00+00:00,5.0,2.0,14,7
2024-11-15 00:00:00+00:00,,,12,4
2024-11-16 00:00:00+00:00,2.0,1.0,8,5
2024-11-17 00:00:00+00:00,1.0,1.0,10,7
2024-11-18 00:00:00+00:00,1.0,1.0,19,10
2024-11-19 00:00:00+00:00,1.0,1.0,28,11
2024-11-20 00:00:00+00:00,6.0,5.0,123,6
2024-11-21 00:00:00+00:00,7.0,6.0,7,6
2024-11-22 00:00:00+00:00,2.0,2.0,26,4
