time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,1.0,1.0,17,10
2024-11-30 00:00:00+00:00,3.0,2.0,14,6
2024-12-01 00:00:00+00:00,2.0,2.0,6,5
2024-12-02 00:00:00+00:00,5.0,4.0,29,17
2024-12-03 00:00:00+00:00,5.0,3.0,5,4
2024-12-04 00:00:00+00:00,2.0,1.0,24,11
2024-12-05 00:00:00+00:00,,,59,10
2024-12-06 00:00:00+00:00,5.0,3.0,31,9
2024-12-07 00:00:00+00:00,,,12,12
2024-12-08 00:00:00+00:00,5.0,3.0,8,4
2024-12-09 00:00:00+00:00,,,23,11
2024-12-10 00:00:00+00:00,,,8,8
2024-12-11 00:00:00+00:00,2.0,1.0,13,7
2024-12-12 00:00:00+00:00,,,6,5
