time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-10 00:00:00+00:00,6,4,18,9
2025-03-11 00:00:00+00:00,10,6,11,8
2025-03-12 00:00:00+00:00,2,2,16,7
2025-03-13 00:00:00+00:00,9,5,19,7
2025-03-14 00:00:00+00:00,4,2,14,9
2025-03-15 00:00:00+00:00,6,3,3,2
2025-03-16 00:00:00+00:00,6,4,4,2
2025-03-17 00:00:00+00:00,13,9,41,11
2025-03-18 00:00:00+00:00,4,3,21,8
2025-03-19 00:00:00+00:00,3,3,5,4
2025-03-20 00:00:00+00:00,2,2,26,10
2025-03-21 00:00:00+00:00,3,3,10,5
2025-03-22 00:00:00+00:00,12,9,6,4
2025-03-23 00:00:00+00:00,7,4,1,1
