referrer,views_total,views_unique
summerofcode.withgoogle.com,45,10
the-openroad-project.github.io,24,1
Google,18,12
github.com,15,13
theopenroadproject.org,7,4
cn.bing.com,4,4
Bing,4,4
search.brave.com,4,3
precisioninno.com,1,1
DuckDuckGo,1,1
