time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,5.0,3.0,2,2
2025-01-22 00:00:00+00:00,4.0,2.0,43,8
2025-01-23 00:00:00+00:00,,,16,3
2025-01-24 00:00:00+00:00,2.0,1.0,31,6
2025-01-25 00:00:00+00:00,2.0,1.0,5,4
2025-01-26 00:00:00+00:00,4.0,2.0,135,3
2025-01-27 00:00:00+00:00,2.0,1.0,6,4
2025-01-28 00:00:00+00:00,1.0,1.0,271,6
2025-01-29 00:00:00+00:00,,,3,3
2025-01-30 00:00:00+00:00,5.0,2.0,1,1
2025-01-31 00:00:00+00:00,3.0,2.0,3,3
2025-02-01 00:00:00+00:00,6.0,4.0,17,5
2025-02-02 00:00:00+00:00,5.0,3.0,16,4
2025-02-03 00:00:00+00:00,6.0,6.0,10,8
