time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-07 00:00:00+00:00,2,2,13,7
2025-04-08 00:00:00+00:00,3,3,23,7
2025-04-09 00:00:00+00:00,4,2,5,5
2025-04-10 00:00:00+00:00,1,1,7,6
2025-04-11 00:00:00+00:00,3,2,3,3
2025-04-12 00:00:00+00:00,5,2,7,6
2025-04-13 00:00:00+00:00,6,4,4,3
2025-04-14 00:00:00+00:00,1,1,14,13
2025-04-15 00:00:00+00:00,5,3,8,6
2025-04-16 00:00:00+00:00,2,2,9,6
2025-04-17 00:00:00+00:00,2,2,7,7
2025-04-18 00:00:00+00:00,2,2,84,7
2025-04-19 00:00:00+00:00,4,3,59,11
2025-04-20 00:00:00+00:00,3,3,6,5
