referrer,views_total,views_unique
github.com,31,10
Google,30,14
summerofcode.withgoogle.com,22,3
theopenroadproject.org,6,6
Bing,6,3
chatgpt.com,1,1
com.linkedin.android,1,1
yandex.ru,1,1
