referrer,views_total,views_unique
github.com,42,10
Google,30,20
summerofcode.withgoogle.com,23,2
theopenroadproject.org,9,6
DuckDuckGo,1,1
m.baidu.com,1,1
cn.bing.com,1,1
Bing,1,1
com.google.android.gm,1,1
