referrer,views_total,views_unique
Google,40,19
theopenroadproject.org,9,3
github.com,8,7
chatgpt.com,5,2
cn.bing.com,4,2
statics.teams.cdn.office.net,2,2
Bing,1,1
DuckDuckGo,1,1
