time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-02 00:00:00+00:00,2.0,2.0,5,3
2025-08-03 00:00:00+00:00,9.0,8.0,16,8
2025-08-04 00:00:00+00:00,3.0,3.0,17,10
2025-08-05 00:00:00+00:00,3.0,3.0,12,4
2025-08-06 00:00:00+00:00,2.0,2.0,11,5
2025-08-07 00:00:00+00:00,1.0,1.0,18,7
2025-08-08 00:00:00+00:00,4.0,4.0,11,5
2025-08-09 00:00:00+00:00,7.0,7.0,8,4
2025-08-10 00:00:00+00:00,5.0,5.0,1,1
2025-08-11 00:00:00+00:00,2.0,2.0,4,4
2025-08-12 00:00:00+00:00,4.0,4.0,8,8
2025-08-13 00:00:00+00:00,7.0,7.0,9,6
2025-08-14 00:00:00+00:00,,,27,4
2025-08-15 00:00:00+00:00,,,1,1
