time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-08 00:00:00+00:00,7.0,4.0,3,3
2025-06-09 00:00:00+00:00,9.0,6.0,25,9
2025-06-10 00:00:00+00:00,12.0,8.0,21,13
2025-06-11 00:00:00+00:00,3.0,3.0,25,6
2025-06-12 00:00:00+00:00,7.0,7.0,9,4
2025-06-13 00:00:00+00:00,8.0,8.0,12,6
2025-06-14 00:00:00+00:00,5.0,5.0,18,7
2025-06-15 00:00:00+00:00,6.0,6.0,33,3
2025-06-16 00:00:00+00:00,6.0,6.0,15,6
2025-06-17 00:00:00+00:00,4.0,4.0,23,10
2025-06-18 00:00:00+00:00,1.0,1.0,7,6
2025-06-19 00:00:00+00:00,6.0,6.0,30,9
2025-06-20 00:00:00+00:00,6.0,5.0,13,3
2025-06-21 00:00:00+00:00,,,1,1
