time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,15,7,20,1
2026-01-11 00:00:00+00:00,14,9,7,7
2026-01-12 00:00:00+00:00,20,9,4,4
2026-01-13 00:00:00+00:00,8,4,10,6
2026-01-14 00:00:00+00:00,20,8,8,7
2026-01-15 00:00:00+00:00,13,5,18,6
2026-01-16 00:00:00+00:00,3,3,1,1
2026-01-17 00:00:00+00:00,13,5,75,5
2026-01-18 00:00:00+00:00,15,8,33,5
2026-01-19 00:00:00+00:00,22,6,6,6
2026-01-20 00:00:00+00:00,20,6,8,7
2026-01-21 00:00:00+00:00,21,7,15,10
2026-01-22 00:00:00+00:00,10,5,16,9
2026-01-23 00:00:00+00:00,7,7,42,5
