time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-15 00:00:00+00:00,30,15,5,5
2026-02-16 00:00:00+00:00,40,22,10,6
2026-02-17 00:00:00+00:00,52,21,9,5
2026-02-18 00:00:00+00:00,22,10,5,5
2026-02-19 00:00:00+00:00,31,12,21,9
2026-02-20 00:00:00+00:00,24,8,45,14
2026-02-21 00:00:00+00:00,67,23,73,13
2026-02-22 00:00:00+00:00,52,20,5,4
2026-02-23 00:00:00+00:00,19,9,15,8
2026-02-24 00:00:00+00:00,103,11,54,9
2026-02-25 00:00:00+00:00,36,14,47,14
2026-02-26 00:00:00+00:00,20,10,15,11
2026-02-27 00:00:00+00:00,17,7,15,7
2026-02-28 00:00:00+00:00,19,9,8,4
