time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,183,58,5,2
2026-05-29 00:00:00+00:00,41,17,2,2
2026-05-30 00:00:00+00:00,53,20,26,5
2026-05-31 00:00:00+00:00,38,10,1,1
2026-06-01 00:00:00+00:00,33,10,12,3
2026-06-02 00:00:00+00:00,39,16,3,2
2026-06-03 00:00:00+00:00,46,20,4,4
2026-06-04 00:00:00+00:00,79,27,1,1
2026-06-05 00:00:00+00:00,106,36,100,3
2026-06-06 00:00:00+00:00,218,81,103,5
2026-06-07 00:00:00+00:00,115,23,24,2
2026-06-08 00:00:00+00:00,21,8,28,28
2026-06-09 00:00:00+00:00,22,9,29,13
2026-06-10 00:00:00+00:00,45,24,3,3
