time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-16 00:00:00+00:00,5.0,5.0,10,6
2025-01-17 00:00:00+00:00,3.0,3.0,10,4
2025-01-18 00:00:00+00:00,2.0,2.0,5,3
2025-01-19 00:00:00+00:00,4.0,3.0,12,5
2025-01-20 00:00:00+00:00,1.0,1.0,13,6
2025-01-21 00:00:00+00:00,5.0,3.0,2,2
2025-01-22 00:00:00+00:00,4.0,2.0,43,8
2025-01-23 00:00:00+00:00,,,16,3
2025-01-24 00:00:00+00:00,2.0,1.0,31,6
2025-01-25 00:00:00+00:00,2.0,1.0,5,4
2025-01-26 00:00:00+00:00,4.0,2.0,135,3
2025-01-27 00:00:00+00:00,2.0,1.0,6,4
2025-01-28 00:00:00+00:00,1.0,1.0,271,6
2025-01-29 00:00:00+00:00,,,3,3
