url_path,views_total,views_unique
/The-OpenROAD-Project/ORAssistant,67,49
/The-OpenROAD-Project/ORAssistant/tree/master/backend,23,8
/The-OpenROAD-Project/ORAssistant/tree/master,18,4
/The-OpenROAD-Project/ORAssistant/blob/master/backend/build_docs.py,10,9
/The-OpenROAD-Project/ORAssistant/tree/master/common,6,3
/The-OpenROAD-Project/ORAssistant/tree/master/frontend,6,3
/The-OpenROAD-Project/ORAssistant/blob/master/backend/.env.example,3,3
/The-OpenROAD-Project/ORAssistant/blob/master/backend/chatbot.py,3,2
/The-OpenROAD-Project/ORAssistant/issues,3,2
/The-OpenROAD-Project/ORAssistant/tree/master/backend/src,3,2
