time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-19 00:00:00+00:00,3.0,3.0,5,4
2025-03-20 00:00:00+00:00,2.0,2.0,26,10
2025-03-21 00:00:00+00:00,3.0,3.0,10,5
2025-03-22 00:00:00+00:00,12.0,9.0,6,4
2025-03-23 00:00:00+00:00,13.0,7.0,1,1
2025-03-24 00:00:00+00:00,18.0,8.0,21,5
2025-03-25 00:00:00+00:00,2.0,2.0,12,8
2025-03-26 00:00:00+00:00,2.0,2.0,7,6
2025-03-27 00:00:00+00:00,15.0,7.0,13,7
2025-03-28 00:00:00+00:00,4.0,4.0,8,6
2025-03-29 00:00:00+00:00,6.0,2.0,20,4
2025-03-30 00:00:00+00:00,6.0,4.0,29,1
2025-03-31 00:00:00+00:00,2.0,2.0,32,8
2025-04-01 00:00:00+00:00,,,38,13
