time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-25 00:00:00+00:00,6,6,6,6
2025-08-26 00:00:00+00:00,4,4,12,7
2025-08-27 00:00:00+00:00,6,4,20,13
2025-08-28 00:00:00+00:00,2,2,13,7
2025-08-29 00:00:00+00:00,8,8,3,2
2025-08-30 00:00:00+00:00,6,4,5,5
2025-08-31 00:00:00+00:00,5,5,1,1
2025-09-01 00:00:00+00:00,5,5,3,2
2025-09-02 00:00:00+00:00,6,6,10,6
2025-09-03 00:00:00+00:00,4,4,13,5
2025-09-04 00:00:00+00:00,6,6,30,5
2025-09-05 00:00:00+00:00,3,3,1,1
2025-09-06 00:00:00+00:00,6,6,1,1
2025-09-07 00:00:00+00:00,15,12,7,3
