time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-22 00:00:00+00:00,50,15,24,7
2026-06-23 00:00:00+00:00,70,18,31,13
2026-06-24 00:00:00+00:00,58,23,15,7
2026-06-25 00:00:00+00:00,42,12,6,6
2026-06-26 00:00:00+00:00,18,10,7,7
2026-06-27 00:00:00+00:00,27,8,2,2
2026-06-28 00:00:00+00:00,12,7,4,2
2026-06-29 00:00:00+00:00,10,5,10,6
2026-06-30 00:00:00+00:00,16,7,5,4
2026-07-01 00:00:00+00:00,88,8,6,6
2026-07-02 00:00:00+00:00,27,12,3,3
2026-07-03 00:00:00+00:00,20,11,4,3
2026-07-04 00:00:00+00:00,33,20,4,2
2026-07-05 00:00:00+00:00,24,15,4,4
