url_path,views_total,views_unique
/The-OpenROAD-Project/ORAssistant,52,35
/The-OpenROAD-Project/ORAssistant/issues,6,6
/The-OpenROAD-Project/ORAssistant/tree/master/backend,5,2
/The-OpenROAD-Project/ORAssistant/forks,4,4
/The-OpenROAD-Project/ORAssistant/tree/master,4,2
/The-OpenROAD-Project/ORAssistant/blob/master/README.md,3,3
/The-OpenROAD-Project/ORAssistant/issues/32,2,2
/The-OpenROAD-Project/ORAssistant/pulls,2,2
/The-OpenROAD-Project/ORAssistant/tree/master/backend/src/database,2,1
/The-OpenROAD-Project/ORAssistant/tree/master/frontend/nextjs-frontend,2,1
