url_path,views_total,views_unique
/The-OpenROAD-Project/ORAssistant,47,38
/The-OpenROAD-Project/ORAssistant/issues,9,3
/The-OpenROAD-Project/ORAssistant/releases,3,3
/The-OpenROAD-Project/ORAssistant/tree/master/backend,3,3
/The-OpenROAD-Project/ORAssistant/issues/91,2,2
/The-OpenROAD-Project/ORAssistant/tree/master/frontend,2,2
/The-OpenROAD-Project/ORAssistant/graphs/contributors,2,1
/The-OpenROAD-Project/ORAssistant/actions,1,1
/The-OpenROAD-Project/ORAssistant/actions/runs/20557226225,1,1
/The-OpenROAD-Project/ORAssistant/actions/runs/20557226225/job/59043066193,1,1
